class_name,class_description,method,method_description
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isGroupDeleted(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.GROUP_DELETED, false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isGroupNotOnTeam(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.GROUP_NOT_ON_TEAM, false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isInvalidDropboxId(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.INVALID_DROPBOX_ID, false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isInvalidEmail(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.INVALID_EMAIL, false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isOther(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.OTHER,
 false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isUnverifiedDropboxId(),"Returns true if this instance has the tag AddMemberSelectorError.Tag.UNVERIFIED_DROPBOX_ID, false otherwise."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",tag(),Returns the tag for this instance.
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toString(),N/A
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.AddMemberSelectorError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",unverifiedDropboxId(String value),"Returns an instance of AddMemberSelectorError that has its tag
 set to AddMemberSelectorError.Tag.UNVERIFIED_DROPBOX_ID."
com.dropbox.core.v2.sharing.AddMemberSelectorError.Tag,Discriminating tag type for AddMemberSelectorError.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.AddMemberSelectorError.Tag,Discriminating tag type for AddMemberSelectorError.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.AdminTier,Describes which team-related admin permissions a user has.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.AdminTier,Describes which team-related admin permissions a user has.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,equals(Object obj),N/A
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getAppId(),The application unique id
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getAppName(),The application name
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getIsAppFolder(),Whether the linked application uses a dedicated folder
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getLinked(),The time this application was linked
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getPublisher(),The application publisher name
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,getPublisherUrl(),The publisher's URL
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,hashCode(),N/A
com.dropbox.core.v2.team.ApiApp,Information on linked third party applications,"newBuilder(String appId,
          String appName,
          boolean isAppFolder)",Returns a new builder for creating an instance of this class.
